ACCELERATOR,BRAKE,GEAR,STEERING,ANGLE,CURRENT_LAP_TIME,DAMAGE,DISTANCE_FROM_START,DISTANCE_RACED,LAST_LAP_TIME,OPPONENT_1,OPPONENT_2,OPPONENT_3,OPPONENT_4,OPPONENT_5,OPPONENT_6,OPPONENT_7,OPPONENT_8,OPPONENT_9,OPPONENT_10,OPPONENT_11,OPPONENT_12,OPPONENT_13,OPPONENT_14,OPPONENT_15,OPPONENT_16,OPPONENT_18,OPPONENT_19,OPPONENT_20,OPPONENT_21,OPPONENT_22,OPPONENT_23,OPPONENT_24,OPPONENT_25,OPPONENT_26,OPPONENT_27,OPPONENT_28,OPPONENT_29,OPPONENT_30,OPPONENT_31,OPPONENT_32,OPPONENT_33,OPPONENT_34,OPPONENT_35,OPPONENT_36,OPPONENT_37,RACE_POSITION,RPM,SPEED_X,SPEED_Y,SPEED_Z,DISTANCE_FROM_CENTER,CENTR_OF_MASS_DISTANCE,WHEEL_V_1,WHEEL_V_2,WHEEL_V_3,WHEEL_V_4,TRACK_EDGE_0,TRACK_EDGE_1,TRACK_EDGE_2,TRACK_EDGE_3,TRACK_EDGE_4,TRACK_EDGE_5,TRACK_EDGE_6,TRACK_EDGE_7,TRACK_EDGE_8,TRACK_EDGE_9,TRACK_EDGE_10,TRACK_EDGE_11,TRACK_EDGE_12,TRACK_EDGE_13,TRACK_EDGE_14,TRACK_EDGE_15,TRACK_EDGE_16,TRACK_EDGE_17,TRACK_EDGE_18
10000.0,0.0,-1,0.0,1.0017937864744392e-05,-0.982,0,3155.43,0.0,0.0,200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 11.3333, 30.4704, 20.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0,9,942.478,0.0,0.0,0.00015822388888888888,-0.333333,0.345253,0.0,0.0,0.0,0.0,10.6667,11.0429,12.3168,15.0849,21.3333,31.1873,41.2129,61.427,122.387,200.0,61.193,30.7134,20.6064,15.5936,10.6667,7.54247,6.1584,5.52147,5.33333
10000.0,0.0,-1,0.0,1.0017937864744392e-05,-0.962,0,3155.43,0.0,0.0,200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 11.3333, 30.4704, 20.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0,9,942.478,0.0,0.0,0.00015822388888888888,-0.333333,0.345253,0.0,0.0,0.0,0.0,10.6667,11.0429,12.3168,15.0849,21.3333,31.1873,41.2129,61.427,122.387,200.0,61.193,30.7134,20.6064,15.5936,10.6667,7.54247,6.1584,5.52147,5.33333
10000.0,0.0,-1,0.0,1.0017937864744392e-05,-0.942,0,3155.43,0.0,0.0,200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 11.3333, 30.4704, 20.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0,9,942.478,0.0,0.0,0.00015822388888888888,-0.333333,0.345253,0.0,0.0,0.0,0.0,10.6667,11.0429,12.3168,15.0849,21.3333,31.1873,41.2129,61.427,122.387,200.0,61.193,30.7134,20.6064,15.5936,10.6667,7.54247,6.1584,5.52147,5.33333
10000.0,0.0,-1,0.0,1.0017937864744392e-05,-0.922,0,3155.43,0.0,0.0,200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 11.3333, 30.4704, 20.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0,9,942.478,0.0,0.0,0.00015822388888888888,-0.333333,0.345253,0.0,0.0,0.0,0.0,10.6667,11.0429,12.3168,15.0849,21.3333,31.1873,41.2129,61.427,122.387,200.0,61.193,30.7134,20.6064,15.5936,10.6667,7.54247,6.1584,5.52147,5.33333
10000.0,0.0,-1,0.0,1.0017937864744392e-05,-0.902,0,3155.43,0.0,0.0,200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 11.3333, 30.4704, 20.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0,9,942.478,0.0,0.0,0.00015822388888888888,-0.333333,0.345253,0.0,0.0,0.0,0.0,10.6667,11.0429,12.3168,15.0849,21.3333,31.1873,41.2129,61.427,122.387,200.0,61.193,30.7134,20.6064,15.5936,10.6667,7.54247,6.1584,5.52147,5.33333
10000.0,0.0,-1,0.0,1.0017937864744392e-05,-0.882,0,3155.43,0.0,0.0,200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 11.3333, 30.4704, 20.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0,9,942.478,0.0,0.0,0.00015822388888888888,-0.333333,0.345253,0.0,0.0,0.0,0.0,10.6667,11.0429,12.3168,15.0849,21.3333,31.1873,41.2129,61.427,122.387,200.0,61.193,30.7134,20.6064,15.5936,10.6667,7.54247,6.1584,5.52147,5.33333
10000.0,0.0,-1,0.0,1.0017937864744392e-05,-0.862,0,3155.43,0.0,0.0,200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 11.3333, 30.4704, 20.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0,9,942.478,0.0,0.0,0.00015822388888888888,-0.333333,0.345253,0.0,0.0,0.0,0.0,10.6667,11.0429,12.3168,15.0849,21.3333,31.1873,41.2129,61.427,122.387,200.0,61.193,30.7134,20.6064,15.5936,10.6667,7.54247,6.1584,5.52147,5.33333
10000.0,0.0,-1,0.0,1.0017937864744392e-05,-0.842,0,3155.43,0.0,0.0,200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 11.3333, 30.4704, 20.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0,9,942.478,0.0,0.0,0.00015822388888888888,-0.333333,0.345253,0.0,0.0,0.0,0.0,10.6667,11.0429,12.3168,15.0849,21.3333,31.1873,41.2129,61.427,122.387,200.0,61.193,30.7134,20.6064,15.5936,10.6667,7.54247,6.1584,5.52147,5.33333
10000.0,0.0,-1,0.0,1.0017937864744392e-05,-0.822,0,3155.43,0.0,0.0,200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 11.3333, 30.4704, 20.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0,9,1100.33,0.0,0.0,0.00015822388888888888,-0.333333,0.345253,0.0,0.0,0.0,0.0,10.6667,11.0429,12.3168,15.0849,21.3333,31.1873,41.2129,61.427,122.387,200.0,61.193,30.7134,20.6064,15.5936,10.6667,7.54247,6.1584,5.52147,5.33333
10000.0,0.0,-1,0.0,1.0017937864744392e-05,-0.802,0,3155.43,0.0,0.0,200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 11.3333, 30.4704, 20.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0,9,1263.95,0.0,0.0,0.00015822388888888888,-0.333333,0.345253,0.0,0.0,0.0,0.0,10.6667,11.0429,12.3168,15.0849,21.3333,31.1873,41.2129,61.427,122.387,200.0,61.193,30.7134,20.6064,15.5936,10.6667,7.54247,6.1584,5.52147,5.33333
10000.0,0.0,-1,0.0,1.0017937864744392e-05,-0.782,0,3155.43,0.0,0.0,200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 11.3333, 30.4704, 20.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0,9,1432.32,0.0,0.0,0.00015822388888888888,-0.333333,0.345253,0.0,0.0,0.0,0.0,10.6667,11.0429,12.3168,15.0849,21.3333,31.1873,41.2129,61.427,122.387,200.0,61.193,30.7134,20.6064,15.5936,10.6667,7.54247,6.1584,5.52147,5.33333
10000.0,0.0,-1,0.0,1.0017937864744392e-05,-0.762,0,3155.43,0.0,0.0,200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 11.3333, 30.4704, 20.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0,9,1605.57,0.0,0.0,0.00015822388888888888,-0.333333,0.345253,0.0,0.0,0.0,0.0,10.6667,11.0429,12.3168,15.0849,21.3333,31.1873,41.2129,61.427,122.387,200.0,61.193,30.7134,20.6064,15.5936,10.6667,7.54247,6.1584,5.52147,5.33333
10000.0,0.0,-1,0.0,1.0017937864744392e-05,-0.742,0,3155.43,0.0,0.0,200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 11.3333, 30.4704, 20.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0,9,1783.85,0.0,0.0,0.00015822388888888888,-0.333333,0.345253,0.0,0.0,0.0,0.0,10.6667,11.0429,12.3168,15.0849,21.3333,31.1873,41.2129,61.427,122.387,200.0,61.193,30.7134,20.6064,15.5936,10.6667,7.54247,6.1584,5.52147,5.33333
10000.0,0.0,-1,0.0,1.0017937864744392e-05,-0.722,0,3155.43,0.0,0.0,200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 11.3333, 30.4704, 20.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0,9,1967.31,0.0,0.0,0.00015822388888888888,-0.333333,0.345253,0.0,0.0,0.0,0.0,10.6667,11.0429,12.3168,15.0849,21.3333,31.1873,41.2129,61.427,122.387,200.0,61.193,30.7134,20.6064,15.5936,10.6667,7.54247,6.1584,5.52147,5.33333
